loyalty_number,loyalty_card,education,gender,total_flights_lifetime,total_distance_km,total_points_earned,total_points_used,avg_salary,total_activity_periods
492401,Star,Master,Male,31,54757,54757.0,0,120956.0,24
472807,Nova,Bachelor,Female,6,9096,9096.0,0,58665.0,24
763702,Aurora,Bachelor,Male,42,62219,62219.0,0,71930.0,24
834799,Nova,Bachelor,Male,30,44894,44894.0,600,51699.0,24
657777,Star,Bachelor,Male,0,0,0.0,0,79325.0,24
685375,Star,College,Male,42,57834,57834.0,1700,73262.0,24
195150,Nova,Bachelor,Female,72,101756,152634.0,389,50170.0,11
370539,Nova,Bachelor,Female,22,44468,44468.0,2298,47602.0,24
413853,Star,Bachelor,Female,21,26280,26280.0,1413,84015.0,24
229692,Star,College,Female,23,25625,25625.0,0,73262.0,24
587543,Star,Bachelor,Female,7,9818,9818.0,476,74756.0,24
653191,Star,Bachelor,Male,28,30846,30846.0,382,79172.0,24
441440,Star,Bachelor,Female,27,45164,45164.0,0,50797.0,24
403529,Nova,Bachelor,Male,0,0,0.0,0,59491.0,24
999982,Star,College,Male,6,8323,8323.0,0,73262.0,24
469702,Aurora,Bachelor,Female,0,0,0.0,0,84396.0,24
902833,Nova,Bachelor,Female,0,0,0.0,0,88879.0,24
405465,Star,Bachelor,Male,0,0,0.0,0,68343.0,24
920954,Star,Bachelor,Male,49,79325,109182.0,0,69930.0,11
979075,Star,College,Female,54,80140,120210.0,0,73262.0,11
502573,Star,Doctor,Male,48,67284,100926.0,1047,215254.0,11
908006,Star,Doctor,Male,42,78488,117732.0,0,179094.0,11
798817,Nova,Bachelor,Male,29,44332,44332.0,2049,86388.0,24
306676,Nova,Bachelor,Male,52,81228,81228.0,1106,89185.0,24
225746,Aurora,Bachelor,Female,45,57488,57488.0,379,78464.0,24
765261,Star,College,Male,15,27428,27428.0,0,73262.0,24
842982,Star,College,Female,42,77151,77151.0,856,73262.0,24
901520,Nova,Bachelor,Male,32,52024,52024.0,1320,80784.0,24
894448,Aurora,Bachelor,Male,41,54353,54353.0,2254,69772.0,24
730737,Nova,Doctor,Male,49,69948,69948.0,855,178502.0,24
271148,Star,College,Male,49,82112,82112.0,981,73262.0,24
760196,Nova,Bachelor,Male,39,69847,69847.0,520,48176.0,24
744138,Star,Bachelor,Female,37,71494,71494.0,356,98765.0,24
617326,Nova,Doctor,Male,37,54704,54704.0,1560,297762.0,24
517533,Nova,Bachelor,Male,57,94165,94165.0,591,51508.0,24
860809,Star,Bachelor,Male,49,71706,71706.0,0,56667.0,24
504545,Nova,Doctor,Female,11,17369,17369.0,0,206392.0,24
268307,Nova,Bachelor,Male,36,66057,66057.0,1560,104968.0,24
173673,Aurora,College,Male,20,35814,35814.0,1961,73262.0,24
930921,Star,Bachelor,Male,33,53632,53632.0,1905,104500.0,24
651622,Nova,Bachelor,Male,38,46625,46625.0,1344,89241.0,24
135312,Aurora,Bachelor,Male,39,65660,65660.0,920,84851.0,24
413659,Aurora,College,Male,19,32617,32617.0,523,73262.0,24
954599,Star,Bachelor,Female,0,0,0.0,0,59709.0,24
475713,Star,College,Female,23,37160,37160.0,1182,73262.0,24
743263,Star,Bachelor,Male,50,78503,78503.0,1855,91792.0,24
833765,Aurora,Bachelor,Male,32,37341,37341.0,730,74153.0,24
906217,Aurora,Bachelor,Male,1,1621,1621.0,0,46607.0,24
848736,Star,Bachelor,Male,27,43115,43115.0,1015,66868.0,24
556188,Star,Bachelor,Female,44,64608,64608.0,383,66001.0,24
195895,Nova,Bachelor,Female,62,82403,91776.0,585,86920.0,11
164298,Star,High School Or Below,Female,21,24314,24314.0,0,41405.0,24
613234,Star,High School Or Below,Female,42,70148,70148.0,0,58212.0,24
568798,Nova,Master,Male,18,36765,36765.0,0,105231.0,24
867446,Star,Master,Female,30,41456,41456.0,0,71559.0,24
149318,Aurora,College,Female,72,119837,168924.0,1520,73262.0,11
230311,Star,Bachelor,Female,38,66250,66250.0,1226,54123.0,24
763621,Nova,Bachelor,Male,17,22568,22568.0,0,102273.0,24
466147,Aurora,College,Male,20,37280,37280.0,1137,73262.0,24
873468,Nova,College,Female,37,63588,63588.0,589,73262.0,24
507555,Aurora,Bachelor,Male,49,63534,63534.0,3569,48760.0,24
826149,Aurora,College,Female,32,48988,48988.0,1286,73262.0,24
508821,Aurora,Doctor,Male,31,50055,50055.0,1219,256940.0,24
114924,Star,College,Female,13,22222,22222.0,0,73262.0,24
616447,Nova,Bachelor,Male,8,7462,7462.0,632,49175.0,24
674781,Star,Master,Male,23,35373,35373.0,474,118863.0,24
411030,Star,College,Female,3,5566,5566.0,0,73262.0,24
969318,Star,Bachelor,Male,61,88103,88103.0,584,91480.0,24
254371,Nova,Bachelor,Male,42,72331,72331.0,750,57809.0,24
202358,Nova,Bachelor,Male,33,59689,59689.0,589,58026.0,24
753887,Nova,High School Or Below,Male,31,49028,49028.0,522,54033.0,24
559723,Star,Bachelor,Female,40,58937,58937.0,1104,77488.0,24
161769,Nova,Bachelor,Male,51,80718,80718.0,2774,98023.0,24
484543,Star,College,Male,13,20767,20767.0,0,73262.0,24
490479,Star,College,Female,50,71954,71954.0,542,73262.0,24
356237,Star,College,Female,31,51515,70320.0,0,73262.0,11
366500,Aurora,High School Or Below,Female,32,59560,59560.0,973,64290.0,24
711129,Nova,Bachelor,Male,0,0,0.0,0,90991.0,24
122561,Nova,Bachelor,Male,13,20844,20844.0,0,97537.0,24
595658,Nova,Bachelor,Male,41,59660,59660.0,2435,53724.0,24
731254,Star,College,Male,0,0,0.0,0,73262.0,24
688524,Star,Bachelor,Female,24,40288,40288.0,3244,103862.0,24
656958,Star,College,Female,0,0,0.0,0,73262.0,24
630290,Aurora,College,Male,13,18178,18178.0,0,73262.0,24
383202,Star,Bachelor,Female,39,55875,55875.0,0,58314.0,24
789624,Nova,Bachelor,Male,35,55192,55192.0,990,86620.0,24
789859,Star,Bachelor,Male,44,65749,65749.0,1189,91318.0,24
969586,Nova,Doctor,Female,51,77053,77053.0,2233,209913.0,24
800610,Nova,Bachelor,Female,28,39426,39426.0,0,95091.0,24
559726,Star,College,Female,37,60671,60671.0,469,73262.0,24
484939,Star,High School Or Below,Male,0,0,0.0,0,78531.0,24
326823,Star,Bachelor,Female,37,51608,51608.0,0,71281.0,24
110422,Star,College,Male,14,12513,12513.0,0,73262.0,24
275209,Nova,Bachelor,Male,31,36640,36640.0,1473,66488.0,24
868025,Star,Bachelor,Female,40,56175,56175.0,1042,97363.0,24
521176,Star,College,Female,36,49175,49175.0,1005,73262.0,24
477599,Star,Bachelor,Male,4,7560,7560.0,0,67768.0,24
493369,Nova,Bachelor,Female,62,67288,100932.0,0,73400.0,11
999986,Nova,Bachelor,Female,40,58801,86598.0,1199,46594.0,11
526020,Star,College,Male,46,71620,107430.0,0,73262.0,11
110142,Star,College,Male,73,106897,152688.0,334,73262.0,11
805159,Star,Bachelor,Female,31,37343,37343.0,559,67052.0,24
901231,Aurora,College,Female,27,44172,44172.0,902,73262.0,24
465891,Aurora,Bachelor,Male,15,29558,29558.0,982,82198.0,24
861629,Star,Bachelor,Female,7,5945,5945.0,0,83266.0,24
502784,Nova,Bachelor,Male,5,3775,3775.0,0,85038.0,24
522851,Star,College,Female,0,0,0.0,0,73262.0,24
495027,Star,Bachelor,Male,27,42867,42867.0,0,67246.0,24
633067,Nova,Master,Male,0,0,0.0,0,121776.0,24
744528,Nova,Bachelor,Female,41,65401,65401.0,1579,103651.0,24
500280,Star,Bachelor,Male,45,71921,71921.0,2982,87135.0,24
847359,Aurora,Bachelor,Male,44,70559,70559.0,1353,62633.0,24
106838,Aurora,Bachelor,Male,39,71555,71555.0,0,58674.0,24
309861,Nova,Bachelor,Male,45,68490,68490.0,2448,49930.0,24
235709,Nova,College,Female,29,37106,37106.0,1229,73262.0,24
959478,Star,Bachelor,Male,28,38303,38303.0,1720,103424.0,24
772395,Aurora,Bachelor,Female,25,33391,33391.0,768,55564.0,24
308379,Star,Bachelor,Female,43,70145,70145.0,518,74847.0,24
294172,Star,Bachelor,Male,75,120067,173769.0,936,48601.0,11
972157,Star,Bachelor,Female,47,91372,91372.0,925,82772.0,24
288112,Nova,Bachelor,Female,1,2199,2199.0,0,81549.0,24
243713,Star,College,Female,69,118487,168357.0,0,73262.0,11
771757,Star,Bachelor,Male,43,52257,52257.0,1513,101933.0,24
399704,Aurora,Doctor,Female,31,51265,51265.0,482,70755.0,24
232022,Nova,Bachelor,Male,30,48202,48202.0,990,84147.0,24
299366,Star,College,Female,18,26621,26621.0,632,73262.0,24
376299,Star,College,Female,39,68195,68195.0,434,73262.0,24
135977,Star,Bachelor,Male,29,46542,46542.0,940,68601.0,24
936214,Star,Bachelor,Female,38,53222,53222.0,954,75819.0,24
517781,Nova,Bachelor,Female,28,46524,46524.0,1555,84226.0,24
862097,Nova,College,Male,40,57408,57408.0,0,73262.0,24
299412,Star,Bachelor,Female,31,47973,47973.0,1599,101563.0,24
751829,Star,College,Male,32,46061,46061.0,672,73262.0,24
119837,Star,College,Male,37,60609,60609.0,1813,73262.0,24
149462,Star,Bachelor,Female,47,66381,66381.0,0,67101.0,24
224178,Aurora,College,Male,0,0,0.0,0,73262.0,24
153582,Nova,College,Female,61,97595,108705.0,0,73262.0,11
659882,Aurora,Bachelor,Female,26,36261,36261.0,746,60920.0,24
559622,Aurora,Bachelor,Female,46,70879,70879.0,848,49643.0,24
313982,Star,Bachelor,Male,42,67039,67039.0,2976,77935.0,24
915194,Aurora,Bachelor,Female,32,59672,59672.0,581,74962.0,24
348475,Nova,Doctor,Female,42,48189,48189.0,2005,126281.0,24
653015,Nova,Bachelor,Female,25,39933,39933.0,497,57762.0,24
825336,Star,College,Male,38,64546,64546.0,1050,73262.0,24
947497,Nova,Bachelor,Male,45,66766,66766.0,598,64784.0,24
585509,Star,College,Male,20,30223,30223.0,0,73262.0,24
515605,Star,Doctor,Male,27,42939,42939.0,0,279713.0,24
577156,Star,Bachelor,Female,56,92639,92639.0,781,91879.0,24
572505,Aurora,Bachelor,Male,15,24972,24972.0,332,88032.0,24
986461,Aurora,Master,Female,25,37058,37058.0,315,97497.0,24
192177,Star,Master,Female,49,75972,75972.0,602,98422.0,24
298601,Star,Bachelor,Female,47,63550,63550.0,0,60970.0,24
188668,Aurora,Bachelor,Male,27,44890,44890.0,449,55590.0,24
211625,Nova,Bachelor,Female,46,59314,59314.0,1092,83586.0,24
343377,Star,Bachelor,Female,43,61242,61242.0,793,47541.0,24
537722,Star,Bachelor,Male,37,57160,57160.0,424,61649.0,24
832062,Star,Bachelor,Female,40,63018,63018.0,1849,104964.0,24
290249,Star,Bachelor,Female,73,113656,113656.0,2114,75400.0,24
732694,Aurora,College,Male,29,44826,44826.0,772,73262.0,24
755367,Star,College,Female,36,52379,52379.0,1531,73262.0,24
476431,Star,Bachelor,Male,44,63510,63510.0,383,85399.0,24
216269,Nova,Doctor,Female,48,78139,78139.0,1511,50363.0,24
610684,Nova,College,Male,39,73082,73082.0,2295,73262.0,24
244099,Star,College,Female,80,133225,192849.0,495,73262.0,11
703882,Star,College,Male,0,0,0.0,0,73262.0,24
346163,Star,Bachelor,Female,31,56271,56271.0,1114,57159.0,24
536577,Nova,College,Male,31,44943,44943.0,0,73262.0,24
424812,Nova,Bachelor,Female,26,43968,43968.0,2079,104990.0,24
275846,Star,Bachelor,Female,38,67520,101280.0,0,48073.0,11
702915,Aurora,Bachelor,Female,43,66331,66331.0,753,64373.0,24
946439,Aurora,Master,Male,0,0,0.0,0,74124.0,24
702868,Star,College,Male,29,41994,41994.0,1103,73262.0,24
550686,Nova,Bachelor,Female,35,49351,49351.0,1751,63079.0,24
213086,Nova,Bachelor,Female,20,30740,30740.0,687,97825.0,24
810833,Nova,Bachelor,Female,39,54565,54565.0,705,86388.0,24
500437,Aurora,College,Male,0,0,0.0,0,73262.0,24
139863,Star,Bachelor,Male,30,56645,56645.0,857,67223.0,24
661442,Star,Bachelor,Female,0,0,0.0,0,77632.0,24
256467,Nova,College,Male,0,0,0.0,0,73262.0,24
460673,Star,Bachelor,Male,14,27595,27595.0,0,69020.0,24
840184,Star,Bachelor,Male,70,106090,159135.0,609,81116.0,11
898427,Star,College,Male,64,111392,129294.0,736,73262.0,11
969617,Aurora,College,Female,50,92970,139455.0,0,73262.0,11
855190,Aurora,Bachelor,Female,42,56410,84615.0,372,94877.0,11
972462,Nova,College,Female,0,0,0.0,0,73262.0,11
580508,Aurora,College,Female,53,61746,61746.0,2086,73262.0,24
840059,Aurora,Bachelor,Male,35,53444,53444.0,2394,85364.0,24
270183,Nova,College,Male,23,40956,40956.0,673,73262.0,24
293222,Nova,High School Or Below,Female,27,39855,48744.0,398,75068.0,11
746402,Nova,College,Female,45,71940,71940.0,1141,73262.0,24
782654,Aurora,Bachelor,Male,28,26920,26920.0,472,51795.0,24
757691,Nova,Bachelor,Female,36,50906,50906.0,1042,82347.0,24
344627,Star,College,Female,45,71371,71371.0,557,73262.0,24
120434,Aurora,Bachelor,Female,23,29858,29858.0,1135,97949.0,24
822956,Nova,Bachelor,Female,37,52404,52404.0,1549,84612.0,24
303573,Nova,Bachelor,Female,47,71802,71802.0,2147,51142.0,24
436901,Star,College,Male,27,38215,38215.0,360,73262.0,24
815804,Nova,Bachelor,Male,32,41744,41744.0,0,69218.0,24
618886,Nova,Bachelor,Male,38,50240,50240.0,857,78925.0,24
530098,Nova,Bachelor,Male,27,36903,36903.0,1246,82721.0,24
950915,Star,Bachelor,Female,39,65486,65486.0,1174,60759.0,24
401722,Star,College,Female,39,45564,45564.0,1388,73262.0,24
336271,Nova,Bachelor,Female,39,52877,52877.0,383,73798.0,24
630071,Star,College,Female,38,64704,64704.0,1385,73262.0,24
707424,Aurora,Bachelor,Female,33,58183,58183.0,1892,47638.0,24
276947,Aurora,Bachelor,Male,42,84187,116682.0,522,29905.0,11
784946,Star,Bachelor,Male,38,53613,53613.0,912,50482.0,24
560990,Aurora,Bachelor,Male,19,28310,28310.0,395,69119.0,24
275358,Star,Bachelor,Male,46,74499,74499.0,1217,81696.0,24
627791,Star,College,Male,31,54377,54377.0,0,73262.0,24
296088,Star,Bachelor,Female,0,0,0.0,0,72359.0,24
809024,Star,Bachelor,Male,42,53747,53747.0,0,57527.0,24
614634,Aurora,Bachelor,Male,45,77436,77436.0,2687,68261.0,24
326707,Star,Master,Male,43,66473,66473.0,618,102894.0,24
173485,Star,College,Female,45,75006,75006.0,911,73262.0,24
362471,Aurora,Bachelor,Female,39,68189,68189.0,0,74049.0,24
434922,Nova,Bachelor,Female,45,65889,65889.0,335,77496.0,24
404846,Aurora,Bachelor,Male,29,51437,51437.0,886,93595.0,24
771880,Nova,Bachelor,Female,3,6157,6157.0,0,59450.0,24
357574,Star,Bachelor,Male,45,72464,72464.0,0,62609.0,24
840481,Nova,Bachelor,Male,47,81626,81626.0,1166,59776.0,24
317919,Star,College,Male,41,66953,66953.0,386,73262.0,24
327688,Nova,Bachelor,Male,36,62894,62894.0,484,91225.0,24
869276,Aurora,Bachelor,Female,63,87293,87293.0,1240,86485.0,24
952493,Star,Master,Male,44,65932,65932.0,619,105231.0,24
550834,Star,Bachelor,Male,0,0,0.0,0,75517.0,24
372237,Nova,College,Female,49,79620,79620.0,1173,73262.0,24
818484,Aurora,Bachelor,Female,30,39922,39922.0,952,82886.0,24
930718,Star,High School Or Below,Female,53,66249,66249.0,1088,63577.0,24
824216,Star,Bachelor,Female,43,56481,56481.0,610,80861.0,24
792707,Aurora,College,Female,40,59179,59179.0,623,73262.0,24
515981,Aurora,College,Female,38,56777,56777.0,808,73262.0,24
495773,Star,Bachelor,Female,45,46374,46374.0,1478,55617.0,24
893789,Nova,Bachelor,Male,39,61875,61875.0,440,98851.0,24
654578,Star,Bachelor,Female,40,63291,63291.0,1029,89537.0,24
241677,Aurora,Bachelor,Female,40,71736,71736.0,0,50057.0,24
536794,Aurora,Bachelor,Female,35,52153,52153.0,1233,50789.0,24
996539,Star,Bachelor,Male,38,61809,61809.0,0,64647.0,24
626973,Star,College,Female,37,53853,53853.0,430,73262.0,24
365156,Star,College,Female,5,6436,6436.0,0,73262.0,24
337925,Aurora,Bachelor,Female,36,62157,62157.0,0,65021.0,24
651959,Aurora,Bachelor,Female,33,43228,43228.0,0,71930.0,24
924489,Nova,College,Female,43,55996,55996.0,398,73262.0,24
387584,Nova,College,Female,36,53789,53789.0,1169,73262.0,24
163388,Nova,Bachelor,Male,50,80472,80472.0,2320,73455.0,24
253635,Aurora,Bachelor,Female,47,65445,65445.0,0,92516.0,24
718887,Nova,College,Male,40,55078,55078.0,1008,73262.0,24
112709,Nova,Doctor,Female,36,58414,58414.0,0,68387.0,24
375909,Nova,Bachelor,Male,54,79617,79617.0,2335,87782.0,24
324242,Nova,Bachelor,Female,47,71243,71243.0,0,103058.0,24
199792,Star,Bachelor,Male,12,25029,25029.0,0,88270.0,24
154480,Star,Bachelor,Female,33,52955,52955.0,1192,102385.0,24
587633,Star,High School Or Below,Female,25,34572,34572.0,975,50806.0,24
937228,Aurora,Bachelor,Female,43,72833,72833.0,1041,50217.0,24
758789,Nova,College,Female,31,49107,49107.0,1544,73262.0,24
721364,Nova,Bachelor,Male,0,0,0.0,0,81518.0,24
352582,Aurora,Bachelor,Male,73,93581,137964.0,1028,49100.0,11
428345,Nova,Bachelor,Female,23,33257,33257.0,0,74964.0,24
109023,Aurora,Master,Female,35,64655,64655.0,1648,81333.0,24
651277,Nova,College,Female,0,0,0.0,0,73262.0,24
295064,Nova,College,Female,34,49506,49506.0,1089,73262.0,24
750324,Star,Bachelor,Female,36,58837,58837.0,0,61850.0,24
111912,Aurora,Bachelor,Male,47,77676,77676.0,628,77443.0,24
253466,Aurora,College,Male,19,21990,21990.0,1032,73262.0,24
927446,Star,College,Male,19,28966,28966.0,464,73262.0,24
840882,Nova,College,Male,34,51847,51847.0,855,73262.0,24
669373,Aurora,College,Male,49,79084,79084.0,3908,73262.0,24
989658,Star,Bachelor,Female,0,0,0.0,0,52808.0,24
176599,Nova,College,Female,44,69518,69518.0,1370,73262.0,24
419491,Star,Bachelor,Male,0,0,0.0,0,74135.0,24
168641,Nova,Bachelor,Male,0,0,0.0,0,86366.0,24
766733,Star,High School Or Below,Male,42,66988,66988.0,885,54033.0,24
681785,Star,Doctor,Male,40,67123,67123.0,0,198691.0,24
482561,Star,Bachelor,Male,37,52698,52698.0,386,68249.0,24
275849,Nova,Bachelor,Female,38,67952,67952.0,604,54979.0,24
709844,Nova,Bachelor,Female,0,0,0.0,0,62355.0,24
925385,Star,Bachelor,Male,40,68705,68705.0,1994,53637.0,24
659731,Aurora,Bachelor,Female,0,0,0.0,0,91646.0,24
949829,Nova,Bachelor,Male,43,59632,59632.0,1827,68797.0,24
886127,Star,College,Female,34,39840,39840.0,466,73262.0,24
250391,Aurora,High School Or Below,Male,11,14814,14814.0,0,76286.0,24
489592,Nova,Bachelor,Female,4,9090,9090.0,594,84551.0,24
969653,Nova,Doctor,Male,21,25149,25149.0,0,205898.0,24
936761,Nova,Bachelor,Female,53,102650,153975.0,0,26880.0,11
920637,Star,Bachelor,Female,30,47478,47478.0,366,71862.0,24
986288,Nova,Bachelor,Female,51,65209,65209.0,544,57011.0,24
828076,Star,High School Or Below,Female,43,66015,66015.0,2647,42799.0,24
210498,Nova,Bachelor,Male,42,55962,55962.0,829,73162.0,24
443199,Nova,Bachelor,Female,40,54634,54634.0,422,78423.0,24
989256,Aurora,High School Or Below,Female,35,56063,56063.0,1581,48085.0,24
530119,Star,Bachelor,Female,13,20738,20738.0,0,92642.0,24
502163,Star,Bachelor,Female,36,51804,51804.0,2239,102274.0,24
640833,Aurora,Bachelor,Female,43,67187,67187.0,347,70905.0,24
478247,Star,Bachelor,Male,51,67137,67137.0,1234,93197.0,24
510502,Nova,Bachelor,Female,35,40552,40552.0,641,103331.0,24
992028,Nova,Bachelor,Male,50,73906,73906.0,1685,82509.0,24
205256,Star,High School Or Below,Female,37,58422,58422.0,1148,65177.0,24
969277,Star,Bachelor,Female,22,29116,29116.0,0,63985.0,24
110678,Star,Bachelor,Female,37,56217,56217.0,748,50879.0,24
992002,Nova,College,Male,34,53239,53239.0,1536,73262.0,24
105552,Nova,Bachelor,Male,30,58554,58554.0,819,77935.0,24
503357,Star,Bachelor,Female,29,36939,36939.0,1173,68641.0,24
144879,Nova,Bachelor,Female,36,56108,56108.0,0,69406.0,24
963757,Aurora,Bachelor,Female,31,38674,38674.0,504,104968.0,24
689981,Star,Doctor,Male,50,88265,88265.0,936,227341.0,24
810071,Star,Bachelor,Male,48,62763,62763.0,1322,75307.0,24
365421,Nova,Bachelor,Male,19,32436,32436.0,477,62857.0,24
208649,Nova,College,Female,32,41589,41589.0,331,73262.0,24
811430,Star,Bachelor,Female,2,4776,4776.0,0,57729.0,24
259170,Star,College,Male,6,7867,7867.0,0,73262.0,24
517295,Star,Bachelor,Female,32,52735,52735.0,932,52990.0,24
947001,Nova,Bachelor,Female,49,77576,77576.0,1377,48107.0,24
352101,Nova,Bachelor,Female,39,57606,57606.0,1966,67445.0,24
579424,Star,Doctor,Female,29,45668,45668.0,0,254724.0,24
529218,Star,College,Male,38,57990,57990.0,2013,73262.0,24
514042,Aurora,Bachelor,Female,30,45819,45819.0,1908,72225.0,24
456433,Star,College,Female,31,50964,50964.0,935,73262.0,24
451839,Aurora,Bachelor,Female,8,8094,8094.0,0,60542.0,24
976489,Star,College,Female,23,40887,40887.0,840,73262.0,24
181726,Aurora,Bachelor,Female,37,61426,61426.0,1881,67132.0,24
434136,Nova,Bachelor,Male,44,72308,72308.0,1584,69811.0,24
199494,Aurora,Master,Female,0,0,0.0,0,81333.0,24
407648,Star,Bachelor,Female,0,0,0.0,0,83378.0,24
729542,Nova,Bachelor,Male,0,0,0.0,0,81472.0,24
232871,Star,Bachelor,Female,53,78586,78586.0,351,84736.0,24
344998,Star,College,Female,30,50730,50730.0,1407,73262.0,24
436975,Star,Doctor,Female,28,38396,38396.0,952,147104.0,24
419237,Star,Bachelor,Male,19,34021,34021.0,0,99053.0,24
229677,Star,Bachelor,Female,43,70404,70404.0,1492,75952.0,24
596171,Star,College,Female,9,17441,17441.0,1817,73262.0,24
558138,Star,Bachelor,Female,3,6853,6853.0,0,56621.0,24
891516,Aurora,Bachelor,Male,12,26763,26763.0,0,104870.0,24
824712,Aurora,Bachelor,Male,39,52484,52484.0,972,62475.0,24
586686,Aurora,Bachelor,Male,35,56973,56973.0,584,81505.0,24
596787,Star,Bachelor,Male,45,65907,65907.0,802,58789.0,24
547355,Nova,Bachelor,Male,27,39834,39834.0,1591,66223.0,24
221627,Nova,Bachelor,Female,0,0,0.0,0,88626.0,24
646225,Nova,College,Female,33,35308,35308.0,0,73262.0,24
952003,Star,Bachelor,Female,28,51271,51271.0,1234,55173.0,24
595235,Star,Bachelor,Male,40,63847,63847.0,1623,49960.0,24
688533,Nova,Doctor,Male,39,56501,56501.0,1289,67855.0,24
642738,Nova,Bachelor,Male,12,23457,23457.0,0,78821.0,24
547407,Aurora,Bachelor,Female,33,50122,50122.0,0,99502.0,24
711625,Aurora,Bachelor,Male,41,55906,55906.0,1301,81549.0,24
183208,Aurora,College,Male,33,56279,56279.0,3322,73262.0,24
176379,Star,High School Or Below,Male,38,59736,89604.0,472,58823.0,11
907858,Star,College,Female,31,40084,40084.0,1368,73262.0,24
332225,Nova,Master,Male,39,52910,52910.0,1344,128111.0,24
454720,Nova,Bachelor,Male,33,57180,57180.0,438,83520.0,24
776736,Nova,Bachelor,Male,36,56758,56758.0,0,53587.0,24
331698,Aurora,Doctor,Female,39,62126,62126.0,1470,210090.0,24
512615,Star,Bachelor,Male,49,78002,78002.0,1361,55583.0,24
854249,Nova,College,Male,42,61147,61147.0,1704,73262.0,24
966350,Nova,College,Female,5,9167,9167.0,0,73262.0,24
239476,Aurora,Bachelor,Male,37,47578,47578.0,1335,56644.0,24
574745,Nova,Bachelor,Female,0,0,0.0,0,50433.0,24
194065,Nova,Bachelor,Female,0,0,0.0,0,-31911.0,11
575089,Nova,Bachelor,Male,0,0,0.0,0,72656.0,24
623654,Star,Bachelor,Female,14,23389,23389.0,1518,62044.0,24
872408,Star,High School Or Below,Female,0,0,0.0,0,56173.0,24
475930,Star,Doctor,Female,13,29501,29501.0,0,171815.0,24
928734,Nova,Bachelor,Male,42,55102,82653.0,0,50091.0,11
900325,Star,Bachelor,Male,2,2324,2324.0,0,92202.0,24
739513,Nova,College,Male,58,82144,123216.0,520,73262.0,11
767767,Nova,Bachelor,Male,29,37172,55758.0,0,65798.0,11
887609,Nova,Doctor,Female,52,64880,85299.0,630,234544.0,11
984055,Nova,College,Male,22,22609,25863.0,0,73262.0,11
652741,Star,Bachelor,Female,42,43180,50523.0,0,64859.0,11
486897,Star,Bachelor,Female,38,51816,77724.0,0,70749.0,11
441389,Star,Bachelor,Male,47,62315,62315.0,901,47733.0,24
315851,Aurora,Bachelor,Female,42,78996,78996.0,824,96807.0,24
895601,Star,College,Male,32,49251,49251.0,455,73262.0,24
118729,Star,Bachelor,Male,9,11777,11777.0,0,56130.0,24
888430,Nova,College,Female,13,17795,17795.0,0,73262.0,24
475700,Nova,College,Female,45,61192,61192.0,1146,73262.0,24
631683,Star,College,Female,38,50358,50358.0,2108,73262.0,24
526374,Star,Bachelor,Female,40,62226,62226.0,1212,68448.0,24
118675,Nova,Bachelor,Male,40,59391,59391.0,0,53925.0,24
124056,Nova,Bachelor,Female,31,46566,46566.0,526,64417.0,24
391761,Aurora,College,Female,29,41415,41415.0,2315,73262.0,24
344199,Star,College,Male,34,52765,52765.0,1380,73262.0,24
194722,Aurora,Bachelor,Female,34,43459,43459.0,688,64630.0,24
728679,Star,Bachelor,Male,47,57089,57089.0,2011,56747.0,24
846458,Nova,Bachelor,Male,30,53563,53563.0,861,73810.0,24
113839,Star,College,Male,30,49824,49824.0,857,73262.0,24
701617,Aurora,Bachelor,Female,40,62317,62317.0,3384,47646.0,24
778310,Star,Bachelor,Male,45,60008,60008.0,0,97537.0,24
379446,Aurora,Bachelor,Female,29,42387,42387.0,671,55593.0,24
428757,Nova,College,Female,40,61595,61595.0,1727,73262.0,24
246591,Star,Bachelor,Male,27,38952,38952.0,0,88055.0,24
557872,Nova,High School Or Below,Male,27,40095,40095.0,0,76184.0,24
948591,Nova,Bachelor,Female,25,38472,38472.0,969,49073.0,24
637641,Star,College,Male,61,85801,85801.0,476,73262.0,24
973168,Star,Bachelor,Female,41,65263,65263.0,1222,82570.0,24
314328,Star,Bachelor,Female,41,62833,62833.0,966,95584.0,24
288015,Star,Bachelor,Male,15,25212,25212.0,452,54610.0,24
595978,Aurora,High School Or Below,Female,27,36057,36057.0,0,65565.0,24
834522,Aurora,Bachelor,Female,0,0,0.0,0,102982.0,24
879177,Aurora,Bachelor,Female,39,54297,54297.0,993,80440.0,24
118076,Star,Bachelor,Female,38,60263,60263.0,1704,98844.0,24
742359,Nova,Bachelor,Female,14,17937,17937.0,0,52577.0,24
722988,Star,Bachelor,Female,31,40510,40510.0,571,79054.0,24
793662,Star,Doctor,Male,31,44189,44189.0,1008,81863.0,24
939766,Nova,Bachelor,Female,28,49763,49763.0,1362,48188.0,24
822305,Star,Bachelor,Female,41,53848,53848.0,835,63259.0,24
127946,Nova,Bachelor,Female,39,61098,61098.0,1060,62259.0,24
535413,Nova,Bachelor,Male,15,25839,25839.0,409,64165.0,24
638804,Nova,Bachelor,Female,29,36326,36326.0,1381,47937.0,24
344797,Nova,Bachelor,Male,34,52815,52815.0,0,53169.0,24
747759,Nova,Bachelor,Male,29,42225,42225.0,0,88513.0,24
547357,Star,Bachelor,Female,43,71023,71023.0,910,82347.0,24
180137,Nova,Bachelor,Male,12,20557,20557.0,0,71815.0,24
